date,url,actor1,actor2,location,tone,event_type,link_status,headline
2025-02-22 17:45:00.000000 UTC,https://www.euronews.com/2025/02/22/donald-trump-announces-second-round-of-ukraine-peace-talks-with-russian-diplomats,EUROPEAN,,"Riyadh, Ar Riya?, Saudi Arabia",-1.364522417154,12,Active,Donald Trump announces second round of Ukraine peace talks with Russian diplomats | Euronews
2025-02-22 18:00:00.000000 UTC,https://www.in.gr/2025/02/22/politics/diplomatia/gerapetritis-symmetoxi-tis-elladas-sto-sa-tou-oie-eykairia-gia-tin-peraitero-anadeiksi-tou-rolou-tis-sti-diethni-skini/,GREECE,,Turkey,0.3690036900369,110,Active,"Γεραπετρίτης: Η συμμετοχή της Ελλάδας στο ΣΑ του ΟΗΕ, ευκαιρία για την περαιτέρω ανάδειξη του ρόλου της στη διεθνή σκηνή | in.gr"
2025-02-22 18:30:00.000000 UTC,https://www.theguardian.com/commentisfree/2025/feb/22/the-observer-view-of-us-foreign-policy-a-dangerous-new-international-order-is-unfolding,ISRAEL,HAMAS,"Gaza, Israel (general), Israel",-6.92225772097976,139,Active,The Observer view of US foreign policy: A dangerous new international order is unfolding | Observer editorial | The Guardian
2025-02-22 18:30:00.000000 UTC,https://rr.pt/noticia/mundo/2025/02/22/presidente-israelita-congratula-se-com-libertacao-de-refens-na-faixa-de-gaza/414712/,ISRAEL,PORTUGUESE,Israel,-2.73556231003039,51,Active,Presidente israelita congratula-se com libertação de reféns na Faixa de Gaza - Renascença
2025-02-22 18:45:00.000000 UTC,https://www.jewishpress.com/news/israel/government-israel/katz-israel-must-return-all-the-hostages-and-destroy-hamas/2025/02/22/,KFIR,HAMAS,"Gaza, Israel (general), Israel",-6.2015503875969,190,Active,"Dear Dr. Yael - The Jewish Press - JewishPress.com | Dr. Yael Respler | Sunday, May 24, 2026 | JewishPress.com"
2025-02-22 18:45:00.000000 UTC,https://english.aawsat.com/gulf/5114847-king-morocco-president-palestine-congratulate-saudi-leadership-founding-day,KING,PRINCE,Israel,10.4377104377105,40,Active,"King of Morocco, President of Palestine Congratulate Saudi Leadership on Founding Day"
2025-02-22 19:00:00.000000 UTC,https://www.aa.com.tr/en/middle-east/full-israeli-withdrawal-return-of-lebanese-prisoners-prerequisites-for-border-stability-president-aoun/3490117,ISRAELI,LEBANON,Israel,-3.72208436724566,20,Active,"Full Israeli withdrawal, return of Lebanese prisoners prerequisites for border stability: President Aoun"
2025-02-22 20:15:00.000000 UTC,https://www.francesoir.fr/politique-monde/marco-rubio-30-jours-d-un-diplomate-hors-pair-les-priorites-de-la-diplomatie,,IRAN,Iran,-0.14035087719298,186,Active,"Marco Rubio, 30 jours d’un diplomate hors pair ? les priorités de la diplomatie américaine sous Trump | FranceSoir"
2025-02-22 20:30:00.000000 UTC,https://www.bignewsnetwork.com/news/278061477/arab-parliament-approves-document-supporting-resilience-of-palestinian-people,EGYPT,,"Arab League, Al Qahirah, Egypt",1.8018018018018,36,Active,Arab Parliament approves document supporting resilience of Palestinian People
2025-02-22 21:15:00.000000 UTC,https://nypost.com/2025/02/22/us-news/trump-returns-to-cpac-as-president-touts-gop-as-proud-voice-of-americans/,EGYPT,UNITED STATES,"Alexandria, Al Iskandariyah, Egypt",-0.70422535211268,42,Active,"Trump returns to CPAC as president, touts GOP as 'proud voice' of Americans"
2025-02-22 21:15:00.000000 UTC,https://www.ndtv.com/world-news/us-president-donald-trump-says-not-forcing-gaza-resettlement-plan-7771481,PRESIDENT,PALESTINIAN,Jordan,-4.39024390243903,120,HTTP 403,
2025-02-22 21:15:00.000000 UTC,https://www.radiofarda.com/a/the-iraqi-government-has-agreed-to-resume-oil-exports-from-the-kurdistan-region/33324249.html,UNITED STATES,,"As Iran, Karaman, Turkey",-2.05655526992288,1312,Active,موافقت بغداد برای از سرگیری صادرات نفت اقلیم کردستان پس از دو سال
2025-02-22 22:00:00.000000 UTC,https://www.gazetaexpress.com/presidenti-i-emirateve-te-bashkuara-vjen-neser-ne-tirane/,ALBANIA,,"Dubai, Dubayy, United Arab Emirates",0.0,70,Active,Checking browser...
2025-02-22 22:15:00.000000 UTC,https://13tv.co.il/item/news/politics/state-policy/ibfqs-904474703/?pid=7&&cid=902992383,CIVILIAN,HAMAS,"Gaza, Israel (general), Israel",-1.52838427947598,51,Active,הקדמת שחרור החללים והארכת שלב א': בישראל מפעילים לחץ על חמאס | חדשות 13
2025-02-22 22:45:00.000000 UTC,https://senego.com/liban-le-president-aoun-exige-le-retrait-complet-disrael-pour-la-stabilite_1808048.html,ISRAEL,,"Beirut, Beyrouth, Lebanon",-2.90697674418605,120,Active,Liban : Le Président Aoun exige le retrait complet d’Israël pour la stabilité
2025-02-22 23:00:00.000000 UTC,https://www.yahoo.com/news/opinion-foreign-policy-trump-needs-200000227.html,RUSSIAN,SECRETARY OF STATE,"Riyadh, Ar Riya?, Saudi Arabia",-2.66666666666666,40,Active,"Opinion - In foreign policy, Trump needs to be more like Reagan, less like Biden"
2025-02-22 23:45:00.000000 UTC,https://gulfnews.com/uae/government/abu-dhabi-judicial-department-introduces-flexible-payment-scheme-for-court-fees-1.500043966,UNITED ARAB EMIRATES,PRESIDENT,"Abu Dhabi, Abu Z¸aby, United Arab Emirates",0.0,14,Active,Abu Dhabi Judicial Department introduces flexible payment scheme for court fees
2025-02-23 00:00:00.000000 UTC,https://borneobulletin.com.bn/iran-parliamentary-speaker-to-attend-nasrallah-funeral-state-media/,TEHRAN,LEBANON,"Beirut, Beyrouth, Lebanon",-4.93273542600897,36,HTTP 403,
2025-02-23 00:00:00.000000 UTC,https://midmichigannow.com/news/nation-world/trump-and-putin-set-to-meet-amid-western-efforts-to-isolate-moscow-over-ukraine-conflict-president-donald-trump-kyiv-volodymyr-zelenskyy-vladimir-putin-russia-ukraine-war-cpac,EUROPEAN,,Saudi Arabia,-1.81818181818182,12,Active,Trump and Putin set to meet amid Western efforts to isolate Moscow over Ukraine conflict
2025-02-23 00:15:00.000000 UTC,https://us.cnn.com/2025/02/22/politics/fact-check-trump-cpac-2025-election/,ADMINISTRATION,IRAN,Iran,-3.27304048234281,71,Active,Fact check: Trump lies at CPAC about the 2024 election he won | CNN Politics
2025-02-23 00:45:00.000000 UTC,https://www.wfae.org/2025-02-22/elon-musk-blurs-the-line-between-his-government-and-business-roles,,SAUDI ARABIA,Saudi Arabia,-0.26058631921824,80,Active,Elon Musk blurs the line between his government and business roles | WFAE 90.7 - Charlotte's NPR News Source
2025-02-23 00:45:00.000000 UTC,https://www.healthcareitnews.com/category/resource-topic/government?return2url=%2Fblog%2Fswirling-around-hipaa-5010-and-icd-10-rumor-mill&type=blog,ADMINISTRATION,,"Dubai, Dubayy, United Arab Emirates",3.07692307692307,71,HTTP 403,
2025-02-23 01:00:00.000000 UTC,https://www.kosovapress.com/en/The-president-of-the-Emirates-will-visit-Albania-tomorrow.,ALBANIA,UNITED ARAB EMIRATES,United Arab Emirates,0.4739336492891,43,Active,KosovaPress
2025-02-23 01:15:00.000000 UTC,http://lecourrier-dalgerie.com/en-marge-du-sommet-des-mae-du-g20-intenses-activites-diplomatiques-dahmed-attaf-a-johannesburg/,TURKEY,MINIST,Turkey,2.01793721973094,40,Timeout,
2025-02-23 01:30:00.000000 UTC,https://www.washingtonexaminer.com/policy/foreign-policy/3327256/russia-takes-first-steps-toward-trump-putin-meeting/,WASHINGTON,MOSCOW,Saudi Arabia,-1.76366843033509,40,HTTP 403,
2025-02-23 02:30:00.000000 UTC,https://www.prabhatkhabar.com/state/bihar/patna/bihar-news-prime-minister-narendra-modi-be-in-bhagalpur-for-two-hours-tomorrow-farmers-will-get-the-gift-of-schemes,SURGEON,,Egypt,2.34375,10,Active,"Bihar News: भागलपुर में कल दो घंटे रहेंगे प्रधानमंत्री, बिहार को मिलेगी योजनाओं की सौगात"
2025-02-23 03:00:00.000000 UTC,https://www.breitbart.com/politics/2025/02/22/marco-rubio-backs-trumps-gaza-plan-presidents-plan-is-the-only-one-out-there/,HAMAS,ISRAEL,"Gaza, Israel (general), Israel",0.0,841,Active,Rubio Backs Trump's Gaza Plan: His 'Plan Is The Only One' Out There
2025-02-23 03:45:00.000000 UTC,https://www.newsday.com/news/nation/doge-firings-layoffs-federal-government-workers-musk-t05630,UNITED STATES,,Israel,-2.04894706886739,60,Active,A comprehensive look at DOGE's firings and layoffs so far - Newsday
2025-02-23 04:00:00.000000 UTC,https://www.wnd.com/2025/02/vance-in-munich-and-maga-style-foreign-policy/,UNITED ARAB EMIRATES,ISRAEL,Israel,-1.24879923150817,45,HTTP 403,
2025-02-23 04:00:00.000000 UTC,https://www.sbs.com.au/language/arabic/ar/article/a-lebanese-day-at-the-nsw-parliament-to-celebrate-aouns-election-and-the-president-addresses-the-audience-i-wish-i-could-have-been-with-you/c60kzy3fa,PRESIDENT,LEBANESE,Lebanon,2.28136882129278,10,Active,"يوم ""لبناني"" في برلمان نيو ساوث ويلز احتفالاً بانتخاب عون والرئيس يتوجه للحاضرين: ""تمنيت لو كنت معكم"" | SBS Arabic"
2025-02-23 05:45:00.000000 UTC,https://www.wral.com/story/fact-check-trump-lies-at-cpac-about-the-2024-election-he-won/21874200/,IRAN,,Iran,-3.28836424957842,120,Active,Fact check: Trump lies at CPAC about the 2024 election he won
2025-02-23 06:00:00.000000 UTC,https://13tv.co.il/item/news/politics/state-policy/wc4wh-904475063/?pid=7&cid=902992371,FIGHTER,ISRAEL,"Jerusalem, Israel (general), Israel",-8.40707964601774,10,Active,"ישראל עיכבה שחרור מחבלים בשל ""הטקסים המבזים""; חמאס: ""שקר"" | חדשות 13"
2025-02-23 06:00:00.000000 UTC,https://13tv.co.il/item/news/politics/state-policy/ibfqs-904474703/?pid=7&&cid=902992386,CIVILIAN,HAMAS,"Gaza, Israel (general), Israel",-1.52838427947598,51,Active,הקדמת שחרור החללים והארכת שלב א': בישראל מפעילים לחץ על חמאס | חדשות 13
2025-02-23 07:15:00.000000 UTC,"https://www.presstv.ir/Detail/2025/02/23/743316/Hezbollah-could-bring-Zionist-enemy-to-its-knees,-says-Yemeni-prime-minister",YEMENI,,Israel,-1.23762376237623,51,Active,Yemeni PM: Hezbollah brought Zionist enemy to its knees
2025-02-23 07:30:00.000000 UTC,https://www.theguardian.com/world/2025/feb/23/trump-and-musk-are-gaslighting-anti-apartheid-artist-on-how-us-president-and-his-billionaire-ally-are-attacking-south-africa,ISRAEL,AFRICA,"Gaza, Israel (general), Israel",-2.49187432286024,1124,Active,‘Trump and Musk are gaslighting’: anti-apartheid artist on how US president and his billionaire ally are attacking South Africa | South Africa | The Guardian
2025-02-23 07:45:00.000000 UTC,https://thediplomat.com/2025/02/why-is-prominent-uzbek-imam-mubashshir-ahmad-wanted-by-authorities/,UZBEKISTAN,EGYPT,"Cairo, Al Qahirah, Egypt",-5.94059405940594,43,Active,Why Is Prominent Uzbek Imam Mubashshir Ahmad Wanted by Authorities? – The Diplomat
2025-02-23 08:00:00.000000 UTC,https://www.the-star.co.ke/news/2025-02-23-kenyas-unending-blunders-in-shaping-its-foreign-policy,ETHIOPIA,RUSSIA,"Gaza, Israel (general), Israel",-0.78966259870782,111,Active,Kenya’s unending blunders in shaping its foreign policy
2025-02-23 08:30:00.000000 UTC,https://fedpress.ru/news/77/policy/3365046,MEDIA,VLADIMIR,"Constantinople, Istanbul, Turkey",-0.358422939068101,40,Active,На Западе заговорили о ликвидации Зеленского: как это будет | Москва | ФедералПресс
2025-02-23 09:15:00.000000 UTC,https://13tv.co.il/item/news/politics/state-policy/wc4wh-904475063/?pid=7&&cid=902992383,COMMUNITY,PRISONER,"Jerusalem, Israel (general), Israel",-8.36177474402728,841,Active,"ישראל עיכבה שחרור מחבלים בשל ""הטקסים המבזים""; חמאס: ""שקר"" | חדשות 13"
2025-02-23 09:30:00.000000 UTC,https://www.radiotamazuj.org/en/news/article/rsf-allies-sign-charter-to-form-parallel-government,SUDAN,UNITED ARAB EMIRATES,United Arab Emirates,-5.89569160997733,112,Active,"RSF, allies sign charter to form parallel government - Radio Tamazuj"
2025-02-23 09:30:00.000000 UTC,https://www.firstpost.com/explainers/this-week-in-explainers-why-has-ukraine-not-held-elections-since-2019-13865447.html,IRAN,ARMENIA,Iran,-2.15827338129497,192,HTTP 403,
2025-02-23 09:30:00.000000 UTC,https://english.aawsat.com/arab-world/5115110-lebanese-government-faces-daunting-task-fill-vacant-positions,LEBANON,GOVERNMENT,Lebanon,0.90293453724605,10,Active,Lebanese Government Faces Daunting Task to Fill Vacant Positions
2025-02-23 09:45:00.000000 UTC,https://www.aa.com.tr/en/europe/germany-goes-to-polls-to-elect-new-government/3490264,GERMAN,PARLIAMENT,"Anadolu, Turkey (general), Turkey",1.46750524109015,14,Active,Germany goes to polls to elect new government
2025-02-23 10:00:00.000000 UTC,https://meobserver.org/politics/2025/02/17/egypts-role-in-middle-east-stability-highlighted-by-president-of-the-world-jewish-congress/,EGYPT,,Egypt,1.51975683890577,46,Active,Egypt’s Role in Middle East Stability Highlighted by President of the World Jewish Congress - The Middle East Observer
2025-02-23 10:00:00.000000 UTC,https://www.tvsette.net/mo-presidente-knesset-annessione-cisgiordania-unica-via-per-pace/,PRESIDENT,ISRAELI,Israel,1.01522842639594,10,HTTP 404,
2025-02-23 10:15:00.000000 UTC,https://ktvz.com/politics/cnn-us-politics/2025/02/22/fact-check-trump-lies-at-cpac-about-the-2024-election-he-won/,ISRAEL,IRAN,"Gaza, Israel (general), Israel",-3.20945945945946,71,Active,Fact check: Trump lies at CPAC about the 2024 election he won - KTVZ
2025-02-23 10:30:00.000000 UTC,https://www.tanzanianewsreports.com/prosperity-party-vice-president-adem-in-ankara-to-attend-ak-congress/,PARTY LEADER,ANKARA,"Ankara, Ankara, Turkey",10.8974358974359,51,Active,Prosperity Party Vice President Adem in Ankara to Attend AK Congress - Tanzania News Reports
2025-02-23 10:30:00.000000 UTC,https://www.levif.be/allemagne/allemagne-elections-legislatives-en-allemagne-pourquoi-les-migrations-sont-devenues-lobsession-de-la-campagne-des-elections-focalisees-sur-la-question-des-migrations/,SYRIAN,GERMAN,Syria,-2.15863453815261,42,HTTP 405,
2025-02-23 10:45:00.000000 UTC,https://www.tsa-algerie.com/maroc-ces-produits-algeriens-qui-resistent-a-la-crise-diplomatique/,MOROCCO,,United Arab Emirates,0.14265335235378,61,Active,Maroc : ces produits algériens épargnés par la crise avec l’Algérie
2025-02-23 11:00:00.000000 UTC,https://www.dailymail.co.uk/news/article-14426637/Brits-Zelensky-Trump-new-poll-shows-three-five-think-Ukraine-leader-doing-half-concerned-conflict-Russia-Presidents-return.html,RUSSIAN,UKRAINE,Saudi Arabia,-3.35365853658537,40,Active,Brits back Zelensky over Trump as new poll shows three in five think Ukraine leader is doing well - and half are MORE concerned about conflict with Russia after US President's return | Daily Mail Online
2025-02-23 11:30:00.000000 UTC,https://www.lrt.lt/ru/novosti/17/2494650/mid-rossii-anonsiroval-novuiu-vstrechu-s-diplomatami-ssha,RUSSIA,PRESIDENT,"Riyadh, Ar Riya?, Saudi Arabia",-0.56022408963585,40,Active,ÐÐÐ Ð Ð¾ÑÑÐ¸Ð¸ Ð°Ð½Ð¾Ð½ÑÐ¸ÑÐ¾Ð²Ð°Ð» Ð½Ð¾Ð²ÑÑ Ð²ÑÑÑÐµÑÑ Ñ Ð´Ð¸Ð¿Ð»Ð¾Ð¼Ð°ÑÐ°Ð¼Ð¸ Ð¡Ð¨Ð - LRT
2025-02-23 12:15:00.000000 UTC,http://thepeninsulaqatar.com/article/23/02/2025/prime-minister-meets-ununder-secretary-generalforhumanitarian-affairs,UNITED NATIONS,DOHA,"Doha, Ad Daw?ah, Qatar",1.61290322580645,40,Active,Prime Minister meets UN Under-Secretary-General for Humanitarian Affairs | The Peninsula Qatar
2025-02-23 12:15:00.000000 UTC,https://www.alo.rs/vesti/svet/1026478/sef-ruske-diplomatije-putuje-u-ovu-nato-clanicu-vodice-razgovor-o-kraju-sukoba-u-ukrajini/vest,RUSSIA,SYRIA,Turkey,-0.45248868778281,40,Active,ŠEF RUSKE DIPLOMATIJE PUTUJE U OVU NATO ČLANICU Vodiće razgovor o kraju sukoba u Ukrajini | Svet | Alo
2025-02-23 12:30:00.000000 UTC,https://www.ibtimes.com.au/sudans-rsf-allies-sign-charter-rival-government-1856479,KENYA,UNITED ARAB EMIRATES,United Arab Emirates,-1.12219451371571,61,Active,"Sudan's RSF, Allies Sign Charter For Rival Government"
2025-02-23 13:15:00.000000 UTC,https://www.journaldemontreal.com/2025/02/23/le-chef-de-la-diplomatie-russe-en-visite-lundi-en-turquie,TURKISH,,Turkey,0.75471698113208,51,HTTP 403,
2025-02-23 13:15:00.000000 UTC,https://www.maghress.com/fr/marocdiplomatique/388123,PRESIDENT,PARLIAMENT,"Gaza, Israel (general), Israel",3.59116022099447,110,HTTP 523,
2025-02-23 13:45:00.000000 UTC,https://www.jewishpress.com/news/middle-east/lebanon/president-aoun-to-iranian-delegation-lebanon-is-tired-of-other-peoples-wars-on-its-land/2025/02/23/,LEBANESE,PALESTINIAN,Lebanon,-1.63447251114413,862,Active,"Dear Dr. Yael - The Jewish Press - JewishPress.com | Dr. Yael Respler | Sunday, May 24, 2026 | JewishPress.com"
2025-02-23 14:00:00.000000 UTC,https://www.qatar-tribune.com/article/164465/latest-news/prime-minister-meets-prime-minister-of-belarus,PRIME MINISTER,BELARUS,Qatar,0.0,40,Active,Prime minister meets prime minister of Belarus - Read Qatar Tribune on the go for unrivalled news coverage
2025-02-23 14:00:00.000000 UTC,https://www.qatar-tribune.com/article/164463/latest-news/prime-minister-meets-un-under-secretary-general-for-humanitarian-affairs,UNITED NATIONS,DOHA,Qatar,1.69491525423729,40,Active,Prime minister meets UN under-secretary-general for humanitarian affairs - Read Qatar Tribune on the go for unrivalled news coverage
2025-02-23 14:00:00.000000 UTC,https://www.antena3.com/noticias/mundo/tres-anos-guerra-ucrania-punto-muerto-militar-tensiones-diplomaticas_2025022367bb0690500f9600011680b0.html,,EUROPE,Iran,-4.57063711911357,42,Active,Tres años de la guerra en Ucrania: punto muerto militar y tensiones diplomáticas
2025-02-23 14:15:00.000000 UTC,https://www.gulf-times.com/article/700830/qatar/prime-minister-and-minister-of-foreign-affairs-meets-ununder-secretary-generalforhumanitarian-affairs,UNITED NATIONS,MINIST OF FOREIGN AFFAIRS,Qatar,1.58730158730159,40,Active,Prime Minister and Minister of Foreign Affairs meets UN Under-Secretary-General for Humanitarian Affairs - Gulf Times
2025-02-23 14:30:00.000000 UTC,https://www.aa.com.tr/en/turkiye/turkiye-ranks-11th-globally-in-defense-industry-exports-president-erdogan/3490594,THE US,TERRORIST ORGANIZATION,"Ankara, Ankara, Turkey",-2.64765784114053,110,Active,Türkiye ranks 11th globally in defense industry exports: President Erdogan
2025-02-23 14:30:00.000000 UTC,https://www.aa.com.tr/en/middle-east/israeli-hostage-family-asks-netanyahu-government-not-to-attend-funeral/3490617,GOVERNMENT,ISRAELI,"Jerusalem, Israel (general), Israel",-11.6040955631399,42,Active,Israeli hostage family asks Netanyahu government not to attend funeral
2025-02-23 14:45:00.000000 UTC,https://www.theguardian.com/world/2025/feb/24/government-should-repatriate-and-investigate-alleged-crimes-of-australian-member-of-islamic-state-experts-say-ntwnfb,,AUSTRALIA,Syria,-5.63583815028902,51,Active,"Australia should repatriate and investigate alleged crimes of Islamic state member found in Syria, experts say | Islamic State | The Guardian"
2025-02-23 14:45:00.000000 UTC,https://www.qatar-tribune.com/article/164468/latest-news/prime-minister-meets-syrian-fm-affirms-qatars-support-for-syrias-reconstruction-development-efforts,PRIME MINISTER,SYRIA,Qatar,5.12820512820513,51,Active,"Prime minister meets Syrian FM, affirms Qatar's support for Syria's reconstruction, development efforts - Read Qatar Tribune on the go for unrivalled news coverage"
2025-02-23 15:00:00.000000 UTC,https://www.rferl.org/a/poland--president-duda-zelenskyy-trump-washington-peace-talks/33324896.html,RIYADH,RUSSIA,Turkey,-0.41782729805014,40,Active,"Polish President Duda Meets With Trump, Discusses Ukraine, Security Cooperation"
2025-02-23 15:15:00.000000 UTC,https://www.stern.de/news/moskau-kuendigt-treffen-mit-us-diplomaten--ende-der-woche--an-35491036.html,MOSCOW,DIPLOMAT,"Riyadh, Ar Riya?, Saudi Arabia",-1.19760479041916,36,Active,USA | STERN.de
2025-02-23 15:15:00.000000 UTC,https://leadership.ng/aapu-president-visits-baba-ahmed-varsity-urges-collaboration-to-enhance-research/,PRESIDENT,NIGERIA,"Jidda, Makkah, Saudi Arabia",7.4074074074074,40,Active,"AAPU President Visits Baba-Ahmed Varsity, Urges Collaboration To Enhance Research"
2025-02-23 15:30:00.000000 UTC,https://thepeninsulaqatar.com/article/23/02/2025/prime-minister-receives-syrian-foreign-minister,DOHA,MINIST OF FOREIGN AFFAIRS,Syria,5.16129032258065,40,Active,Prime Minister receives Syrian Foreign Minister | The Peninsula Qatar
2025-02-23 15:30:00.000000 UTC,https://www.timesofearth.com/2025/02/23/sudans-rsf-allies-sign-charter-to-form-parallel-government-two-signatories-say/,SUDANESE,UNITED ARAB EMIRATES,United Arab Emirates,-4.31211498973306,112,Active,"Sudan’s RSF, allies sign charter to form parallel government, two signatories say – The Times Of Earth"
2025-02-23 15:45:00.000000 UTC,https://www.washingtonexaminer.com/policy/defense/3326969/va-layoffs-concerns-veterans-care/,JOE BIDEN,THE WHITE HOUSE,Iraq,-2.40549828178694,57,HTTP 403,
2025-02-23 16:15:00.000000 UTC,https://www.dailysabah.com/world/mid-east/syrian-interim-government-to-launch-national-dialogue-tuesday,SYRIA,RUSSIA,"Damascus, Dimashq, Syria",-3.01724137931035,40,Active,Syrian interim government to launch national dialogue Tuesday | Daily Sabah
2025-02-23 16:15:00.000000 UTC,https://www.newkerala.com/news/o/iranian-parliament-speaker-pledges-support-reconstruction-efforts-lebanon-234,TEHRAN,,"Beirut, Beyrouth, Lebanon",2.1978021978022,36,Active,Iran's Qalibaf Pledges Lebanon Reconstruction Support
2025-02-23 16:15:00.000000 UTC,https://www.dailysabah.com/politics/legislation/turkish-parliament-set-to-debate-cyber-security-climate-laws,PARLIAMENT,,Turkey,-1.2,14,Active,"Turkish Parliament set to debate cyber security, climate laws | Daily Sabah"
2025-02-23 16:30:00.000000 UTC,https://yalibnan.com/2025/02/23/president-aoun-tells-iranian-delegation-lebanon-is-tired-of-others-wars-on-its-land/,IRANIAN,TEHRAN,"Tehran, Tehran, Iran",-1.97044334975369,42,Active,President Aoun tells Iranian delegation: “Lebanon is tired of others’ wars on its land” – Ya Libnan
2025-02-23 16:30:00.000000 UTC,https://timesofindia.indiatimes.com/world/europe/zelenskyy-says-willing-to-resign-as-president-in-exchange-for-ukraines-nato-membership/articleshow/118508379.cms,RUSSIA,UKRAINIAN,Saudi Arabia,-2.22222222222222,40,Active,Zelenskyy says 'willing to resign as president in exchange for Ukraine's Nato membership' - The Times of India
2025-02-23 16:45:00.000000 UTC,https://mignews.com/news/arabisrael/netaniyagu-voennoe-i-diplomaticheskoe-davlenie-obespechit-vozvrashenie-zalozhnikov.html,MILITARY,,Syria,-5.78034682080925,841,Active,Нетаниягу: военное и дипломатическое давление обеспечит возвращение заложников | MigNews - Новости Израиля и Мира на русском языке
2025-02-23 16:45:00.000000 UTC,https://www.investimentosenoticias.com.br/noticias/politica/presidente-do-egito-recusa-visita-a-casa-branca-devido-a-plano-de-trump-para-gaza/,EGYPT,,"Cairo, Al Qahirah, Egypt",0.0,14,Active,Presidente do Egito recusa visita à Casa Branca devido a plano de Trump para Gaza - Investimentos e Notícias
2025-02-23 17:00:00.000000 UTC,http://thepeninsulaqatar.com/article/23/02/2025/prime-minister-meets-prime-minister-of-belarus,PRIME MINISTER,BELARUS,"Doha, Ad Daw?ah, Qatar",0.0,40,Active,Prime Minister meets Prime Minister of Belarus | The Peninsula Qatar
2025-02-23 17:00:00.000000 UTC,https://www.nytimes.com/live/2025/02/23/world/germany-election,GERMANY,SAUDI ARABIA,Saudi Arabia,-2.20228384991843,180,HTTP 403,
2025-02-23 17:15:00.000000 UTC,https://justthenews.com/government/white-house/trump-cpac-were-draining-swamp-and-keeping-our-promises,HAMAS,ISRAEL,Israel,-2.95857988165681,138,Active,Trump at CPAC: 'We are keeping our promises' and 'draining the swamp' | Just The News
2025-02-23 17:30:00.000000 UTC,https://www.forbes.com/sites/alisondurkee/2025/02/23/germany-elections-what-to-know-as-polls-close-soon-and-elon-musk-weighs-in/,GERMANY,SYRIA,Syria,2.20941402497599,43,Active,German Elections: What To Know As CDU Declares Victory And AfD Hails 'Historic Result'
2025-02-23 18:15:00.000000 UTC,https://abcnews4.com/news/nation-world/zelensky-offers-resignation-for-ukraines-peace-and-nato-membership-amid-ongoing-tensions-volodymyr-zelensky-vladimir-putin-president-donald-trump-war-pete-hegseth-us-secretary-of-defense-kyiv,RUSSIA,UKRAINE,Saudi Arabia,-6.50406504065041,190,Active,Zelenskyy offers resignation for Ukraine's peace and NATO membership amid ongoing tensions
2025-02-23 18:15:00.000000 UTC,https://www.al.com/politics/2025/02/hegseth-defends-trumps-joint-chiefs-firing-there-are-lots-of-presidents-who-made-changes.html,GEORGE W. BUSH,COMMANDER,Iraq,-3.39285714285714,100,HTTP 403,
2025-02-23 18:45:00.000000 UTC,https://timesofmalta.com/article/germany-conservatives-win-election-29-vote-tv-exit-polls.1105631,GERMANY,,Syria,-1.87207488299532,51,Active,Germany's conservatives win election with 29% of the vote: TV exit polls
2025-02-23 19:00:00.000000 UTC,https://www.senenews.com/actualites/migration-circulaire-vers-lespagne-une-nouvelle-annonce-tombe-pour-les-candidats-preselectionnes_529334.html,,SAUDI ARABIA,Saudi Arabia,-0.39525691699605,57,Active,Migration circulaire vers l’Espagne : Une nouvelle annonce tombe pour les candidats présélectionnés
2025-02-23 19:00:00.000000 UTC,https://naharnet.com/stories/en/311171-iran-parliament-speaker-foreign-minister-to-attend-nasrallah-funeral,IRAN,IRAN,Iran,-5.28301886792453,17,Active,"Iran parliament speaker, foreign minister to attend Nasrallah funeral — Naharnet"
2025-02-23 19:00:00.000000 UTC,http://jordantimes.com/news/local/cabinet-approves-national-policy-healthcare-quality-patient-safety,BUSINESS,,"Amman, (JO11), Jordan",7.93950850661625,60,Active,"Cabinet approves national policy for healthcare quality, patient safety | Jordan Times"
2025-02-23 19:00:00.000000 UTC,https://www.washingtonexaminer.com/policy/defense/3327590/hegseth-defends-trump-firing-joint-staff-chairman-gen-cq-brown/,,PRESIDENT,Iraq,0.63025210084033,30,HTTP 403,
2025-02-23 19:00:00.000000 UTC,https://www.gulf-times.com/article/700852/qatar/qatar-lauded-for-its-vision-to-be-a-global-leader-in-ai-enabled-government-services,CHINESE,QATAR,"Doha, Ad Daw?ah, Qatar",6.97674418604651,110,Active,Qatar lauded for its vision to be a global leader in AI-enabled government services - Gulf Times
2025-02-23 19:30:00.000000 UTC,"https://www.businessnews.com.tn/le-liban-ne-veut-plus-des-guerres-des-autres-dit-son-president-a-des-officiels-iraniens,520,145480,3",BEIRUT,ISRAEL,Israel,-4.84261501210654,112,HTTP 404,
2025-02-23 19:30:00.000000 UTC,https://www.hispantv.com/noticias/politica/610585/presidente-irani-nasrala-sigue-vivo,CABINET,,Lebanon,-8.42696629213484,46,Active,Presidente de Irán: Hezbolá sigue vivo y continuará más fuerte y sólido | HISPANTV
2025-02-23 19:30:00.000000 UTC,https://cyprus-mail.com/2025/02/23/german-conservatives-win-election-but-far-right-afd-surges-exit-polls-show,CHINA,,Israel,0.46082949308756,20,Active,"Germany's conservatives set to lead next coalition, far-right AfD surges | Cyprus Mail"
